Filename,Invoice#,Vendor,Bank,Account,Email,Invoice_Date,Due_Date,Grand_Total,Category,Decision,Issues,Issue_Details,File_Type,Handwritten,Line_Items_Count,Line_Items_Total
invoice_028.pdf,28,Демо Компани-5,Демо Банк 2,1009900880,info@demo5.mn,2026-04-10,2026-04-25,190000,Засвар үйлчилгээ,DENY,AMOUNT_MISMATCH,Sum of lines (150000) ≠ grand total (190000),PDF,False,1,150000
invoice_029.pdf,29,Демо Компани-2,Демо Банк 1,1102003004,billing@demo2.mn,2026-04-10,2026-04-25,685000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,2,685000
invoice_030.pdf,30,Демо Компани-3,Демо Банк 1,4001122334,accounts@demo3.mn,2026-04-10,2026-04-25,1760000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,2,1760000
invoice_031.pdf,31,Демо Компани-6,Демо Банк 2,1166778899,billing@demo6.mn,2026-03-20,2026-04-04,550000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,1,550000
invoice_032.pdf,032,Демо Компани-3,Демо Банк 1,4001122334,accounts@demo3.mn,2026-03-23,2026-04-07,380000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,1,380000
invoice_033.pdf,33,Демо Компани-7,Демо Банк 2,5004455667,finance@demo7.mn,2026-03-23,2026-04-07,200000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,1,200000
invoice_034.pdf,034,Демо Компани-2,Демо Банк 1,1102003004,billing@demo2.mn,2026-04-10,2026-04-01,600000,Мэдээллийн технологийн зардал,DENY,INVALID_DATE,Due date (2026-04-01) is before invoice date (2026-04-10),PDF,False,1,600000
invoice_035.pdf,35,Демо Компани-2,Демо Банк 1,1102003004,billing@demo2.mn,2025-04-07,2025-04-22,855000,Мэдээллийн технологийн зардал,DENY,DUPLICATE,"Matches historical invoice ID=163: same vendor, date, total",PDF,False,2,855000
invoice_036.pdf,036,Демо Компани-9,Демо Банк 1,5003322110,info@demo9.mn,2026-03-01,2026-03-16,280000,"Тээвэр, логистик",AUTO_POST,,,PDF,False,1,280000
invoice_037.pdf,37,Демо Компани-1,Демо Банк 1,5001122334,finance@demo1.mn,2026-03-03,2026-03-18,75000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,1,75000
invoice_038.pdf,038,Демо Компани-7,Демо Банк 2,5004455667,finance@demo7.mn,2025-07-27,2025-08-11,170000,Засвар үйлчилгээ,DENY,DUPLICATE,"Matches historical invoice ID=157: same vendor, date, total",PDF,False,2,170000
invoice_039.pdf,39,Демо Компани-10,Демо Банк 1,1002233951,logistics@demo10.mn,2026-03-03,2026-03-18,2920000,"Тээвэр, логистик",DENY,BANK_ACCOUNT_MISMATCH,"Account mismatch: invoice='1002233951', DB='1002233445'",PDF,False,2,2920000
invoice_040.pdf,040,Демо Компани-9,Демо Банк 1,5003322110,info@demo9.mn,2026-04-04,2026-04-19,450000,"Тээвэр, логистик",AUTO_POST,,,PDF,False,1,450000
invoice_041.pdf,41,Демо Компани-11,Демо Банк 1,9991112233,info@demo11.mn,2026-04-03,2026-04-18,200000,Мэдээллийн технологийн зардал,DENY,UNREGISTERED_VENDOR,Vendor 'Демо Компани-11' not found in master database,PDF,False,1,200000
invoice_042.pdf,042,Демо Компани-4,Демо Банк 2,5007788990,invoicing@demo4.mn,2026-03-06,2026-03-21,1480000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,2,1480000
invoice_043.pdf,43,Демо Компани-5,Демо Банк 2,1009900880,info@demo5.mn,2026-03-03,2026-03-18,350000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,1,350000
invoice_044.pdf,044,Демо Компани-6,Демо Банк 2,1166778899,billing@demo6.mn,2026-03-01,2026-03-16,150000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,1,150000
invoice_045.pdf,45,Демо Компани-1,Демо Банк 1,5001122334,finance@demo1.mn,2026-03-25,2026-04-09,150000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,1,150000
invoice_046.pdf,046,Демо Компани-3,Демо Банк 1,4001122334,accounts@demo3.mn,2026-04-07,2026-04-22,380000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,1,380000
invoice_047.pdf,47,Демо Компани-1,Демо Банк 1,5001122334,finance@demo1.mn,2025-04-29,2025-05-14,190000,Мэдээллийн технологийн зардал,DENY,DUPLICATE,"Matches historical invoice ID=339: same vendor, date, total",PDF,False,3,190000
invoice_048.pdf,048,Демо Компани-5,Демо Банк 2,1009900880,info@demo5.mn,2026-04-01,2026-04-16,150000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,1,150000
invoice_049.pdf,49,Демо Компани-5,Демо Банк 2,1009900880,info@demo5.mn,2026-03-06,2026-03-21,200000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,1,200000
invoice_050.pdf,050,Демо Компани-7,Демо Банк 2,5004455667,finance@demo7.mn,2026-03-03,2026-03-18,75000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,1,75000
invoice_051.pdf,51,Демо Компани-2,Демо Банк 1,1102003004,billing@demo2.mn,2026-03-15,2026-03-30,320000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,2,320000
invoice_052.pdf,052,Демо Компани-7,Демо Банк 2,5004455667,finance@demo7.mn,2026-03-27,2026-04-11,170000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,2,170000
invoice_053.pdf,53,Демо Компани-9,Демо Банк 1,5003322521,info@demo9.mn,2026-04-02,2026-04-17,190000,"Тээвэр, логистик",DENY,BANK_ACCOUNT_MISMATCH,"Account mismatch: invoice='5003322521', DB='5003322110'",PDF,False,3,190000
invoice_054.pdf,054,Демо Компани-9,Демо Банк 1,5003322110,info@demo9.mn,2026-03-17,2026-04-01,450000,"Тээвэр, логистик",AUTO_POST,,,PDF,False,1,450000
invoice_055.pdf,55,Демо Компани-10,Демо Банк 1,1002233445,logistics@demo10.mn,2026-03-21,2026-04-05,150000,"Тээвэр, логистик",AUTO_POST,,,PDF,False,1,150000
invoice_056.pdf,056,Демо Компани-9,Демо Банк 1,5003322896,info@demo9.mn,2026-04-04,2026-04-19,300000,"Тээвэр, логистик",DENY,BANK_ACCOUNT_MISMATCH,"Account mismatch: invoice='5003322896', DB='5003322110'",PDF,False,1,300000
invoice_057.pdf,57,Демо Компани-7,Демо Банк 2,5004455667,finance@demo7.mn,2025-05-11,2025-05-26,390000,Засвар үйлчилгээ,DENY,DUPLICATE,"Matches historical invoice ID=396: same vendor, date, total",PDF,False,1,390000
invoice_058.pdf,058,Демо Компани-3,Демо Банк 1,4001122334,accounts@demo3.mn,2026-03-23,2026-04-07,280000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,1,280000
invoice_059.pdf,59,Демо Компани-3,Демо Банк 1,4001122334,accounts@demo3.mn,2026-03-18,2026-04-02,380000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,1,380000
invoice_060.pdf,060,Демо Компани-10,Демо Банк 1,1002233445,logistics@demo10.mn,2026-03-27,2026-04-11,95000,"Тээвэр, логистик",AUTO_POST,,,PDF,False,1,95000
invoice_061.pdf,61,Демо Компани-8,Демо Банк 1,4005544332,billing@demo8.mn,2026-04-09,2026-04-24,2920000,"Тээвэр, логистик",AUTO_POST,,,PDF,False,2,2920000
invoice_062.pdf,062,Демо Компани-4,Демо Банк 2,5007788990,invoicing@demo4.mn,2026-03-11,2026-03-26,490000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,2,490000
invoice_063.pdf,63,Демо Компани-2,Демо Банк 1,1102003004,billing@demo2.mn,2026-03-26,2026-04-10,770000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,2,770000
invoice_064.pdf,064,Демо Компани-2,Демо Банк 1,1102003004,billing@demo2.mn,2026-03-19,2026-04-03,220000,Мэдээллийн технологийн зардал,DENY,AMOUNT_MISMATCH,Sum of lines (200000) ≠ grand total (220000),PDF,False,1,200000
invoice_065.pdf,65,Демо Компани-3,Демо Банк 1,4001122334,accounts@demo3.mn,2026-04-06,2026-04-21,855000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,2,855000
invoice_066.pdf,066,Демо Компани-1,Демо Банк 1,5001122334,finance@demo1.mn,2026-02-30,2026-04-25,2920000,Мэдээллийн технологийн зардал,DENY,INVALID_DATE,Cannot parse invoice date: '2026-02-30',PDF,False,2,2920000
invoice_067.pdf,67,Демо Компани-9,Демо Банк 1,5003322110,info@demo9.mn,2026-03-18,2026-04-02,280000,"Тээвэр, логистик",AUTO_POST,,,PDF,False,2,280000
invoice_068.pdf,068,Демо Компани-6,Демо Банк 2,1166778899,billing@demo6.mn,2026-04-02,2026-04-17,75000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,1,75000
invoice_069.pdf,69,Демо Компани-2,Демо Банк 1,1102003004,billing@demo2.mn,2026-04-07,2026-04-22,380000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,1,380000
invoice_070.pdf,070,Демо Компани-6,Демо Банк 2,1166778899,billing@demo6.mn,2026-03-05,2026-03-20,545000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,3,545000
invoice_071.pdf,71,Демо Компани-3,Демо Банк 1,4001122334,accounts@demo3.mn,2026-03-30,2026-04-14,790000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,2,790000
invoice_072.pdf,072,Демо Компани-2,Демо Банк 1,1102003004,billing@demo2.mn,2026-03-13,2026-03-28,350000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,1,350000
invoice_073.pdf,73,Демо Компани-9,Демо Банк 1,5003322110,info@demo9.mn,2026-03-29,2026-04-13,350000,"Тээвэр, логистик",AUTO_POST,,,PDF,False,1,350000
invoice_074.pdf,074,Демо Компани-8,Демо Банк 1,4005544332,billing@demo8.mn,2026-03-20,2026-04-04,2920000,"Тээвэр, логистик",AUTO_POST,,,PDF,False,2,2920000
invoice_075.pdf,75,Демо Компани-2,Демо Банк 1,1102003272,billing@demo2.mn,2026-03-07,2026-03-22,760000,Мэдээллийн технологийн зардал,DENY,BANK_ACCOUNT_MISMATCH,"Account mismatch: invoice='1102003272', DB='1102003004'",PDF,False,1,760000
invoice_076.pdf,076,Демо Компани-6,Демо Банк 2,1166778899,billing@demo6.mn,2026-03-17,2026-04-01,400000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,1,400000
invoice_077.pdf,77,Демо Компани-7,Демо Банк 2,5004455667,finance@demo7.mn,2026-03-22,2026-04-06,200000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,1,200000
invoice_078.pdf,078,Демо Компани-4,Демо Банк 2,5007788990,invoicing@demo4.mn,2026-03-17,2026-04-01,535000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,2,535000
invoice_079.pdf,79,Демо Компани-9,Демо Банк 1,5003322110,info@demo9.mn,2026-03-01,2026-03-16,190000,"Тээвэр, логистик",AUTO_POST,,,PDF,False,1,190000
invoice_080.pdf,080,Демо Компани-6,Демо Банк 2,1166778899,billing@demo6.mn,2026-04-01,2026-04-16,2930000,Засвар үйлчилгээ,DENY,AMOUNT_MISMATCH,Sum of lines (2920000) ≠ grand total (2930000),PDF,False,2,2920000
invoice_081.pdf,81,Демо Компани-3,Демо Банк 1,4001122334,accounts@demo3.mn,2026-03-09,2026-03-24,840000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,1,840000
invoice_082.pdf,082,Демо Компани-10,Демо Банк 1,1002233445,logistics@demo10.mn,2026-03-03,2026-03-18,130000,"Тээвэр, логистик",AUTO_POST,,,PDF,False,1,130000
invoice_083.pdf,83,Демо Компани-3,Демо Банк 1,4001122334,accounts@demo3.mn,2026-03-16,2026-03-31,200000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,1,200000
invoice_084.pdf,084,Демо Компани-1,Демо Банк 1,5001122334,finance@demo1.mn,2026-04-07,2026-04-22,300000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,1,300000
invoice_085.pdf,85,Демо Компани-2,Демо Банк 1,1102003004,billing@demo2.mn,2026-03-17,2026-04-01,400000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,1,400000
invoice_086.pdf,086,Демо Компани-8,Демо Банк 1,4005544332,billing@demo8.mn,2026-03-05,2026-03-20,150000,"Тээвэр, логистик",AUTO_POST,,,PDF,False,1,150000
invoice_087.pdf,87,Демо Компани-5,Демо Банк 2,1009900880,info@demo5.mn,2026-02-30,2026-04-25,350000,Засвар үйлчилгээ,DENY,INVALID_DATE,Cannot parse invoice date: '2026-02-30',PDF,False,1,350000
invoice_088.pdf,088,Демо Компани-12,Демо Банк 2,8882223344,contact@demo12.mn,2026-03-08,2026-03-23,2920000,"Тээвэр, логистик",DENY,UNREGISTERED_VENDOR,Vendor 'Демо Компани-12' not found in master database,PDF,False,2,2920000
invoice_089.pdf,89,Демо Компани-10,Демо Банк 1,1002233445,logistics@demo10.mn,2026-03-05,2026-03-20,150000,"Тээвэр, логистик",AUTO_POST,,,PDF,False,1,150000
invoice_090.pdf,090,Демо Компани-4,Демо Банк 2,5007788990,invoicing@demo4.mn,2026-03-05,2026-03-20,760000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,1,760000
invoice_091.pdf,91,Демо Компани-6,Демо Банк 2,1166778899,billing@demo6.mn,2026-03-31,2026-04-15,220000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,1,220000
invoice_092.pdf,092,Демо Компани-11,Демо Банк 1,9991112233,info@demo11.mn,2026-03-21,2026-04-05,130000,Засвар үйлчилгээ,DENY,UNREGISTERED_VENDOR,Vendor 'Демо Компани-11' not found in master database,PDF,False,1,130000
invoice_093.pdf,93,Демо Компани-9,Демо Банк 1,5003322110,info@demo9.mn,2026-03-31,2026-04-15,130000,"Тээвэр, логистик",AUTO_POST,,,PDF,False,1,130000
invoice_094.pdf,094,Демо Компани-9,Демо Банк 1,5003322110,info@demo9.mn,2026-03-10,2026-03-25,340000,"Тээвэр, логистик",DENY,AMOUNT_MISMATCH,Sum of lines (320000) ≠ grand total (340000),PDF,False,1,320000
invoice_095.pdf,95,Демо Компани-6,Демо Банк 2,1166778899,billing@demo6.mn,2026-03-28,2026-04-12,545000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,3,545000
invoice_096.pdf,096,Демо Компани-8,Демо Банк 1,4005544332,billing@demo8.mn,2026-03-03,2026-03-18,2500000,"Тээвэр, логистик",AUTO_POST,,,PDF,False,1,2500000
invoice_097.pdf,97,Демо Компани-5,Демо Банк 2,1009900880,info@demo5.mn,2026-03-22,2026-04-06,2500000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,1,2500000
invoice_098.pdf,098,Демо Компани-3,Демо Банк 1,4001122334,accounts@demo3.mn,2026-03-01,2026-03-16,920000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,2,920000
invoice_099.pdf,99,Демо Компани-6,Демо Банк 2,1166778899,billing@demo6.mn,2026-03-01,2026-03-16,235000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,2,235000
invoice_100.pdf,100,Демо Компани-7,Демо Банк 2,5004455667,finance@demo7.mn,2026-03-18,2026-04-02,200000,Засвар үйлчилгээ,AUTO_POST,,,PDF,False,1,200000
invoice_099.pdf,099,Демо Компани-3,Демо Банк 1,4001122334,accounts@demo3.mn,2026-03-29,2026-04-13,1120000,Мэдээллийн технологийн зардал,AUTO_POST,,,PDF,False,1,1120000
